"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
241,"GE241",3,"control","Aire",2492610,1116333,380,"GE","30.04.2025","2","C.AI.GE.2.3","G. Egloff","Bernex","GE241","Bernex",NA,NA,"492610","116333",380,6,"30","04","iv","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
242,"GE242",7,"control","Aire",2492656,1116411,380,"GE","30.04.2025","2","C.AI.GE.2.7","G. Egloff","Bernex","GE242","Bernex",NA,NA,"492656","116411",380,6,"30","04","iv","2025","Eucera","nigrescens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
243,"GE243",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE243","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Halictus","maculatus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus maculatus","LC",NA,NA,NA,NA,NA
244,"GE244",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE244","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Halictus","subauratus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus subauratus","LC",NA,NA,NA,NA,NA
245,"GE245",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE245","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
246,"GE246",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE246","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Nomada","sexfasciata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada sexfasciata","LC",NA,NA,NA,NA,NA
247,"GE247",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE247","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Nomada","sexfasciata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada sexfasciata","LC",NA,NA,NA,NA,NA
248,"GE248",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE248","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Lasioglossum","pallens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pallens","LC",NA,NA,NA,NA,NA
249,"GE249",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE249","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Ceratina","cyanea",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Ceratina cyanea","LC",NA,NA,NA,NA,NA
250,"GE250",8,"control","Aire",2492668,1116432,380,"GE","30.04.2025","2","C.AI.GE.2.8","G. Egloff","Bernex","GE250","Bernex",NA,NA,"492668","116432",380,6,"30","04","iv","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
251,"GE251",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE251","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Andrena","proxima",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena proxima","LC",NA,NA,NA,NA,NA
252,"GE252",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE252","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Andrena","minutula",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena minutula","LC",NA,NA,NA,NA,NA
253,"GE253",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE253","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Andrena","minutula",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena minutula","LC",NA,NA,NA,NA,NA
254,"GE254",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE254","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Andrena","proxima",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena proxima","LC",NA,NA,NA,NA,NA
255,"GE255",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE255","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Andrena","flavipes",1,NA,NA,"G. Egloff","C. Praz","Destroyed. Melissa MSc project barcoding",NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
256,"GE256",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE256","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
257,"GE257",7,"focal","Aire",2495525,1113833,400,"GE","01.05.2025","2","F.AI.GE.2.7","G. Egloff","Confignon","GE257","Confignon",NA,NA,"495525","113833",400,6,"01","05","v","2025","Lasioglossum","zonulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
258,"GE258",6,"focal","Aire",2495519,1113810,402,"GE","01.05.2025","2","F.AI.GE.2.6","G. Egloff","Confignon","GE258","Confignon",NA,NA,"495519","113810",402,6,"01","05","v","2025","Andrena","flavipes",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
259,"GE259",2,"focal","Aire",2495429,1113779,402,"GE","01.05.2025","2","F.AI.GE.2.2","G. Egloff","Confignon","GE259","Confignon",NA,NA,"495429","113779",402,6,"01","05","v","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
260,"GE260",2,"focal","Aire",2495429,1113779,402,"GE","01.05.2025","2","F.AI.GE.2.2","G. Egloff","Confignon","GE260","Confignon",NA,NA,"495429","113779",402,6,"01","05","v","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
261,"GE261",8,"focal","Aire",2495526,1113823,400,"GE","01.05.2025","2","F.AI.GE.2.8","G. Egloff","Confignon","GE261","Confignon",NA,NA,"495526","113823",400,6,"01","05","v","2025","Andrena","proxima",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena proxima","LC",NA,NA,NA,NA,NA
262,"GE262",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE262","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
263,"GE263",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE263","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Lasioglossum","interruptum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum interruptum","LC",NA,NA,NA,NA,NA
264,"GE264",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE264","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Lasioglossum","zonulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
265,"GE265",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE265","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Andrena","afzeliella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena afzeliella","LC",NA,NA,NA,NA,NA
266,"GE266",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE266","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Osmia","aurulenta",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Osmia aurulenta","LC",NA,NA,NA,NA,NA
267,"GE267",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE267","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Halictus","scabiosae",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus scabiosae","LC",NA,NA,NA,NA,NA
268,"GE268",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE268","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
269,"GE269",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE269","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
270,"GE270",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE270","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Andrena","afzeliella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena afzeliella","LC",NA,NA,NA,NA,NA
271,"GE271",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE271","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Sphecodes","ephippius",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes ephippius","LC",NA,NA,NA,NA,NA
272,"GE272",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE272","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Andrena","afzeliella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena afzeliella","LC",NA,NA,NA,NA,NA
273,"GE273",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE273","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Andrena","afzeliella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena afzeliella","LC",NA,NA,NA,NA,NA
274,"GE274",3,"focal","Aire",2495446,1113810,401,"GE","01.05.2025","2","F.AI.GE.2.3","G. Egloff","Confignon","GE274","Confignon",NA,NA,"495446","113810",401,6,"01","05","v","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
275,"GE275",5,"focal","Aire",2495479,1113801,402,"GE","01.05.2025","2","F.AI.GE.2.5","G. Egloff","Confignon","GE275","Confignon",NA,NA,"495479","113801",402,6,"01","05","v","2025","Ceratina","cyanea",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Ceratina cyanea","LC",NA,NA,NA,NA,NA
276,"GE276",5,"focal","Aire",2495479,1113801,402,"GE","01.05.2025","2","F.AI.GE.2.5","G. Egloff","Confignon","GE276","Confignon",NA,NA,"495479","113801",402,6,"01","05","v","2025","Ceratina","cyanea",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Ceratina cyanea","LC",NA,NA,NA,NA,NA
277,"GE277",5,"focal","Aire",2495479,1113801,402,"GE","01.05.2025","2","F.AI.GE.2.5","G. Egloff","Confignon","GE277","Confignon",NA,NA,"495479","113801",402,6,"01","05","v","2025","Lasioglossum","punctatissimum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum punctatissimum","LC",NA,NA,NA,NA,NA
278,"GE278",5,"focal","Aire",2495479,1113801,402,"GE","01.05.2025","2","F.AI.GE.2.5","G. Egloff","Confignon","GE278","Confignon",NA,NA,"495479","113801",402,6,"01","05","v","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
279,"GE279",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE279","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
280,"GE280",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE280","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
281,"GE281",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE281","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Halictus","scabiosae",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus scabiosae","LC",NA,NA,NA,NA,NA
282,"GE282",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE282","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
283,"GE283",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE283","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Halictus","scabiosae",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus scabiosae","LC",NA,NA,NA,NA,NA
284,"GE284",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE284","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Lasioglossum","punctatissimum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum punctatissimum","LC",NA,NA,NA,NA,NA
285,"GE285",4,"focal","Aire",2495459,1113802,402,"GE","01.05.2025","2","F.AI.GE.2.4","G. Egloff","Confignon","GE285","Confignon",NA,NA,"495459","113802",402,6,"01","05","v","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
286,"GE286",4,"control","Scheulte",2597636,1244585,444,"JU","02.05.2025","2","C.SC.JU.2.4","G. Egloff","Val Terbi","GE286","Val Terbi",NA,NA,"597636","244585",444,6,"02","05","v","2025","Nomada","panzeri",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada panzeri","LC",NA,NA,NA,NA,NA
287,"GE287",3,"control","Scheulte",2597625,1244588,444,"JU","02.05.2025","2","C.SC.JU.2.3","G. Egloff","Val Terbi","GE287","Val Terbi",NA,NA,"597625","244588",444,6,"02","05","v","2025","Andrena","haemorrhoa",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
288,"GE288",3,"control","Scheulte",2597625,1244588,444,"JU","02.05.2025","2","C.SC.JU.2.3","G. Egloff","Val Terbi","GE288","Val Terbi",NA,NA,"597625","244588",444,6,"02","05","v","2025","Andrena","haemorrhoa",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
289,"GE289",3,"control","Scheulte",2597625,1244588,444,"JU","02.05.2025","2","C.SC.JU.2.3","G. Egloff","Val Terbi","GE289","Val Terbi",NA,NA,"597625","244588",444,6,"02","05","v","2025","Nomada","panzeri",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada panzeri","LC",NA,NA,NA,NA,NA
290,"GE290",8,"control","Scheulte",2597681,1244557,445,"JU","02.05.2025","2","C.SC.JU.2.8","G. Egloff","Val Terbi","GE290","Val Terbi",NA,NA,"597681","244557",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
291,"GE291",8,"control","Scheulte",2597681,1244557,445,"JU","02.05.2025","2","C.SC.JU.2.8","G. Egloff","Val Terbi","GE291","Val Terbi",NA,NA,"597681","244557",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
292,"GE292",8,"control","Scheulte",2597681,1244557,445,"JU","02.05.2025","2","C.SC.JU.2.8","G. Egloff","Val Terbi","GE292","Val Terbi",NA,NA,"597681","244557",445,6,"02","05","v","2025","Andrena","cineraria",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena cineraria","LC",NA,NA,NA,NA,NA
293,"GE293",8,"control","Scheulte",2597681,1244557,445,"JU","02.05.2025","2","C.SC.JU.2.8","G. Egloff","Val Terbi","GE293","Val Terbi",NA,NA,"597681","244557",445,6,"02","05","v","2025","Wasp",NA,NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Wasp",NA,NA,NA,NA,NA,NA
294,"GE294",2,"control","Scheulte",2597601,1244609,444,"JU","02.05.2025","2","C.SC.JU.2.2","G. Egloff","Val Terbi","GE294","Val Terbi",NA,NA,"597601","244609",444,6,"02","05","v","2025","Chelostoma","florisomne",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Chelostoma florisomne","LC",NA,NA,NA,NA,NA
295,"GE295",2,"control","Scheulte",2597601,1244609,444,"JU","02.05.2025","2","C.SC.JU.2.2","G. Egloff","Val Terbi","GE295","Val Terbi",NA,NA,"597601","244609",444,6,"02","05","v","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
296,"GE296",6,"control","Scheulte",2597674,1244564,445,"JU","02.05.2025","2","C.SC.JU.2.6","G. Egloff","Val Terbi","GE296","Val Terbi",NA,NA,"597674","244564",445,6,"02","05","v","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
297,"GE297",6,"control","Scheulte",2597674,1244564,445,"JU","02.05.2025","2","C.SC.JU.2.6","G. Egloff","Val Terbi","GE297","Val Terbi",NA,NA,"597674","244564",445,6,"02","05","v","2025","Andrena","haemorrhoa",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
298,"GE298",6,"control","Scheulte",2597674,1244564,445,"JU","02.05.2025","2","C.SC.JU.2.6","G. Egloff","Val Terbi","GE298","Val Terbi",NA,NA,"597674","244564",445,6,"02","05","v","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
299,"GE299",6,"control","Scheulte",2597674,1244564,445,"JU","02.05.2025","2","C.SC.JU.2.6","G. Egloff","Val Terbi","GE299","Val Terbi",NA,NA,"597674","244564",445,6,"02","05","v","2025","Andrena","fulvata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena fulvata","LC",NA,NA,NA,NA,NA
300,"GE300",6,"control","Scheulte",2597674,1244564,445,"JU","02.05.2025","2","C.SC.JU.2.6","G. Egloff","Val Terbi","GE300","Val Terbi",NA,NA,"597674","244564",445,6,"02","05","v","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
301,"GE301",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE301","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Eucera","nigrescens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
302,"GE302",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE302","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
303,"GE303",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE303","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Hoplitis","ravouxi",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hoplitis ravouxi","VU",NA,NA,NA,NA,NA
304,"GE304",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE304","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
305,"GE305",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE305","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Chelostoma","florisomne",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Chelostoma florisomne","LC",NA,NA,NA,NA,NA
306,"GE306",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE306","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Nomada","atroscutellaris",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada atroscutellaris","LC",NA,NA,NA,NA,NA
307,"GE307",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE307","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Chelostoma","florisomne",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Chelostoma florisomne","LC",NA,NA,NA,NA,NA
308,"GE308",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE308","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
309,"GE309",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE309","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Osmia","gallarum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Osmia gallarum","LC",NA,NA,NA,NA,NA
310,"GE310",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE310","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
311,"GE311",7,"control","Scheulte",2597681,1244512,445,"JU","02.05.2025","2","C.SC.JU.2.7","G. Egloff","Val Terbi","GE311","Val Terbi",NA,NA,"597681","244512",445,6,"02","05","v","2025","Lasioglossum","zonulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
312,"GE312",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE312","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Lasioglossum","zonulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
313,"GE313",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE313","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Andrena","lagopus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena lagopus","LC",NA,NA,NA,NA,NA
314,"GE314",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE314","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
315,"GE315",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE315","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
316,"GE316",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE316","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Chelostoma","florisomne",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Chelostoma florisomne","LC",NA,NA,NA,NA,NA
317,"GE317",1,"control","Scheulte",2597593,1244621,444,"JU","02.05.2025","2","C.SC.JU.2.1","G. Egloff","Val Terbi","GE317","Val Terbi",NA,NA,"597593","244621",444,6,"02","05","v","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
318,"GE318",5,"control","Scheulte",2597647,1244583,445,"JU","02.05.2025","2","C.SC.JU.2.5","G. Egloff","Val Terbi","GE318","Val Terbi",NA,NA,"597647","244583",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
319,"GE319",5,"control","Scheulte",2597647,1244583,445,"JU","02.05.2025","2","C.SC.JU.2.5","G. Egloff","Val Terbi","GE319","Val Terbi",NA,NA,"597647","244583",445,6,"02","05","v","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
